program	transformation	lhs	rhs	text
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Semicolon""), 1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), 1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), 1))), Concat(ConstStr(""?""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RelativePosition(x, 3), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), 1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Semicolonâ—¦WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), -1))), ConstStr(""\"""")))))))))))"	"""Guting, Ralf Hartmut; Schneider, Markus""->""Ralf Hartmut G?ting, Markus Schneider"""	"""Guting, Ralf Hartmut; Schneider, Markus"""	"""Ralf Hartmut G?ting, Markus Schneider"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Semicolon""), 1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), 1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), 1))), Concat(ConstStr(""?""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RelativePosition(x, 3), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), 1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Semicolonâ—¦WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), -1))), ConstStr(""\"""")))))))))))] [Transformation: ""Guting, Ralf Hartmut; Schneider, Markus"" transforms to ""Ralf Hartmut G?ting, Markus Schneider""]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumericâ—¦Question Mark""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Question Mark""), 1))), Concat(ConstStr(""uting, ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr(""; ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""',' or 'and'"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpace""), -1))), ConstStr(""\"""")))))))))"	"""Ralf Hartmut G?ting, Markus Schneider""->""Guting, Ralf Hartmut; Schneider, Markus"""	"""Ralf Hartmut G?ting, Markus Schneider"""	"""Guting, Ralf Hartmut; Schneider, Markus"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumericâ—¦Question Mark""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Question Mark""), 1))), Concat(ConstStr(""uting, ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr(""; ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""',' or 'and'"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpace""), -1))), ConstStr(""\"""")))))))))] [Transformation: ""Ralf Hartmut G?ting, Markus Schneider"" transforms to ""Guting, Ralf Hartmut; Schneider, Markus""]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumericâ—¦WhiteSpaceâ—¦Camel Case""), 1), RegexPositionRelative(x, RegexPair(""Alphanumericâ—¦WhiteSpaceâ—¦Camel Case"", ""Îµ""), 1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Ampersand""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Semicolon""), 1))), ConstStr("";""))))))"	Oracle JDeveloper 10g for Forms &amp; PL/SQL Developers: A Guide to Web Development with Oracle ADF->ORACLE JDEVELOPER FOR FORMS &amp;	Oracle JDeveloper 10g for Forms &amp; PL/SQL Developers: A Guide to Web Development with Oracle ADF	ORACLE JDEVELOPER FOR FORMS &amp;	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumericâ—¦WhiteSpaceâ—¦Camel Case""), 1), RegexPositionRelative(x, RegexPair(""Alphanumericâ—¦WhiteSpaceâ—¦Camel Case"", ""Îµ""), 1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Ampersand""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Semicolon""), 1))), ConstStr("";""))))))] [Transformation: Oracle JDeveloper 10g for Forms &amp; PL/SQL Developers: A Guide to Web Development with Oracle ADF transforms to ORACLE JDEVELOPER FOR FORMS &amp;]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Upper Case"", ""Îµ""), 1)))), ConstStr(""Developer 10g for Forms &amp; PL/SQL Developers: A Guide to Web Development with Oracle ADF""))"	ORACLE JDEVELOPER FOR FORMS &amp;->Oracle JDeveloper 10g for Forms &amp; PL/SQL Developers: A Guide to Web Development with Oracle ADF	ORACLE JDEVELOPER FOR FORMS &amp;	Oracle JDeveloper 10g for Forms &amp; PL/SQL Developers: A Guide to Web Development with Oracle ADF	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Upper Case"", ""Îµ""), 1)))), ConstStr(""Developer 10g for Forms &amp; PL/SQL Developers: A Guide to Web Development with Oracle ADF""))] [Transformation: ORACLE JDEVELOPER FOR FORMS &amp; transforms to Oracle JDeveloper 10g for Forms &amp; PL/SQL Developers: A Guide to Web Development with Oracle ADF]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))), ConstStr("", Peter\"""")))"	"KOLETZKE/MILLS->""Koletzke, Peter"""	KOLETZKE/MILLS	"""Koletzke, Peter"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))), ConstStr("", Peter\"""")))] [Transformation: KOLETZKE/MILLS transforms to ""Koletzke, Peter""]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))), ConstStr(""/MILLS""))"	"""Koletzke, Peter""->KOLETZKE/MILLS"	"""Koletzke, Peter"""	KOLETZKE/MILLS	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))), ConstStr(""/MILLS""))] [Transformation: ""Koletzke, Peter"" transforms to KOLETZKE/MILLS]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RelativePosition(x, 26)))), Concat(ConstStr("" -""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Lowercase wordâ—¦WhiteSpace""), -1), RelativePosition(x, -12)))), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), -1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), -1))))))"	"""Bulletproof Wireless Security: GSM, UMTS, 802.11 and Ad Hoc Security""->BULLETPROOF WIRELESS SECU -OS"	"""Bulletproof Wireless Security: GSM, UMTS, 802.11 and Ad Hoc Security"""	BULLETPROOF WIRELESS SECU -OS	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RelativePosition(x, 26)))), Concat(ConstStr("" -""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Lowercase wordâ—¦WhiteSpace""), -1), RelativePosition(x, -12)))), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), -1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), -1))))))] [Transformation: ""Bulletproof Wireless Security: GSM, UMTS, 802.11 and Ad Hoc Security"" transforms to BULLETPROOF WIRELESS SECU -OS]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), ConstStr("" Security: GSM, UMTS, 802.11 and Ad Hoc Security\"""")))"	"BULLETPROOF WIRELESS SECU -OS->""Bulletproof Wireless Security: GSM, UMTS, 802.11 and Ad Hoc Security"""	BULLETPROOF WIRELESS SECU -OS	"""Bulletproof Wireless Security: GSM, UMTS, 802.11 and Ad Hoc Security"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), ConstStr("" Security: GSM, UMTS, 802.11 and Ad Hoc Security\"""")))] [Transformation: BULLETPROOF WIRELESS SECU -OS transforms to ""Bulletproof Wireless Security: GSM, UMTS, 802.11 and Ad Hoc Security""]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(x)"	Coordinating User Interfaces for Consistency->COORDINATING USER INTERFACES FOR CONSISTENCY	Coordinating User Interfaces for Consistency	COORDINATING USER INTERFACES FOR CONSISTENCY	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(x)] [Transformation: Coordinating User Interfaces for Consistency transforms to COORDINATING USER INTERFACES FOR CONSISTENCY]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Words/dots/hyphensâ—¦WhiteSpace""), -1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToLowercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumericâ—¦WhiteSpace""), -1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpace""), -1)))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))))))))"	COORDINATING USER INTERFACES FOR CONSISTENCY->Coordinating User Interfaces for Consistency	COORDINATING USER INTERFACES FOR CONSISTENCY	Coordinating User Interfaces for Consistency	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Words/dots/hyphensâ—¦WhiteSpace""), -1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToLowercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumericâ—¦WhiteSpace""), -1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpace""), -1)))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))))))))] [Transformation: COORDINATING USER INTERFACES FOR CONSISTENCY transforms to Coordinating User Interfaces for Consistency]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))))"	"""Nielsen, Jakob:""->NIELSEN"	"""Nielsen, Jakob:"""	NIELSEN	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToUppercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))))] [Transformation: ""Nielsen, Jakob:"" transforms to NIELSEN]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(x), ConstStr("", Jakob:\"""")))"	"NIELSEN->""Nielsen, Jakob:"""	NIELSEN	"""Nielsen, Jakob:"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(x), ConstStr("", Jakob:\"""")))] [Transformation: NIELSEN transforms to ""Nielsen, Jakob:""]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), 1)))"	"""Object-Oriented Programming Using C++, by Pohl, 2nd Edition""->Object-Oriented Programming Using C++"	"""Object-Oriented Programming Using C++, by Pohl, 2nd Edition"""	Object-Oriented Programming Using C++	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), 1)))] [Transformation: ""Object-Oriented Programming Using C++, by Pohl, 2nd Edition"" transforms to Object-Oriented Programming Using C++]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, Concat(ConstStr("", by ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦ALL CAPS"", ""Îµ""), 1))), ConstStr(""ohl, 2nd Edition\"""")))))"	"Object-Oriented Programming Using C++->""Object-Oriented Programming Using C++, by Pohl, 2nd Edition"""	Object-Oriented Programming Using C++	"""Object-Oriented Programming Using C++, by Pohl, 2nd Edition"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, Concat(ConstStr("", by ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦ALL CAPS"", ""Îµ""), 1))), ConstStr(""ohl, 2nd Edition\"""")))))] [Transformation: Object-Oriented Programming Using C++ transforms to ""Object-Oriented Programming Using C++, by Pohl, 2nd Edition""]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr("" , University of California, Santa Cruz\"""")))))"	"""Pohl, Ira""->""Ira Pohl , University of California, Santa Cruz"""	"""Pohl, Ira"""	"""Ira Pohl , University of California, Santa Cruz"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr("" , University of California, Santa Cruz\"""")))))] [Transformation: ""Pohl, Ira"" transforms to ""Ira Pohl , University of California, Santa Cruz""]"
